"intercept","eqid","statid","M","VS","Rrup","Rjb","eq","stat","M_stat","VS_gmean"
1,1025,100431,4.42,699,122.21,121.62,71,975,4.1208064516129,699
1,1025,100329,4.42,462.7,100.32,99.6,71,1111,4.18138888888889,462.698888842193
1,1025,100456,4.42,394.7,52.06,50.66,71,1032,4.77857142857143,394.694285466084
1,1025,100127,4.42,704.1,194.83,194.46,71,977,4.07776119402985,704.1
1,1025,100430,4.42,372,84.64,83.78,71,978,4.4428,371.997599910963
1,1025,100201,4.42,530,58.07,56.82,71,979,4.09762711864407,529.99966101386
1,1025,100279,4.42,278.6,75.29,74.33,71,981,4.16574468085106,278.601702010679
1,1025,100129,4.42,355.9,140.12,139.61,71,982,4.078375,355.897749912277
1,1025,100393,4.42,1131,119.89,119.29,71,1112,4.22410256410256,1131
1,1025,100439,4.42,485,86.45,85.42,71,984,4.4421875,485
1,1025,100070,4.42,854,66.87,65.53,71,1113,4.75230769230769,854
1,1025,100286,4.42,313,69.77,68.49,71,1115,4.533,313
1,1025,100340,4.42,351.2,47.68,45.9,71,986,4.4892,351.201599958088
1,1025,100435,4.42,249,36.93,34.49,71,1034,4.59583333333333,249
1,1025,100325,4.42,847,213.9,213.48,71,1209,4.538,847
1,1025,100335,4.42,377.6,41.8,40.05,71,990,4.16435897435897,377.601025615257
1,1025,100522,4.42,260,28.21,25.54,71,991,4.62125,260
1,1025,100333,4.42,676,173.86,173.35,71,1325,4.325,676
1,1025,100422,4.42,750.3,25.23,22.21,71,994,4.1619298245614,750.298245557628
1,1025,100132,4.42,489.6,39.06,36.73,71,995,4.15052631578947,489.600526305323
1,1025,3092,4.42,698.7,165.41,164.98,71,868,4.07486842105263,698.700526308455
1,1025,100373,4.42,440,112.12,111.33,71,998,4.39730769230769,440
1,1025,100395,4.42,586,117.23,116.62,71,999,4.10125,586
1,1025,100133,4.42,895,142.41,141.91,71,1001,4.21054545454545,895
1,1025,100442,4.42,332,129.08,128.39,71,1035,4.37647058823529,332
1,1025,100483,4.42,277.7,56.85,55.58,71,1005,4.28625,277.697499831187
1,1025,100283,4.42,405,85.14,84.29,71,1006,4.07571428571429,405
1,1025,100055,4.42,393,197.56,197.2,71,1007,4.5828,393
1,1025,100453,4.42,660,61.02,59.56,71,1120,4.35518518518519,660
1,1025,100377,4.42,342.6,87.35,86.52,71,1010,4.28702702702703,342.602162042773
1,1025,100473,4.42,1043,48.63,47.13,71,1027,4.46,1043
1,1025,100404,4.42,410,56.36,55.07,71,1371,4.42,410
1,1025,100420,4.42,261.9,67.11,66.04,71,1278,4.56,261.9
1,1025,1794,4.42,364.8,29.71,27.19,71,733,5.19333333333333,364.813332846034
1,1025,335,4.42,349.5,15.33,9.57,71,251,5.778,349.523999450673
1,1025,100463,4.42,315.8,42.07,40.33,71,1221,4.7925,315.8
1,1025,1667,4.42,308.3,29.96,27.46,71,698,5.64666666666667,308.309999675658
1,1025,100271,4.42,468.2,17.07,12.15,71,1346,4.54,468.2
1,1025,100336,4.42,315.8,17.5,12.7,71,1347,4.54,315.8
1,1025,100273,4.42,381.6,14.07,7.38,71,1372,4.42,381.6
1,1025,100303,4.42,398.8,20.54,16.69,71,1348,4.54,398.8
1,1025,100069,4.42,292.2,28.63,26,71,1349,4.44666666666667,292.2
1,1025,100204,4.42,350.8,31.43,29.06,71,1350,4.44666666666667,350.8
1,1025,1435,4.42,384,22.5,18.79,71,668,5.6775,383.994999967447
1,1025,100401,4.42,377.9,25.34,22.14,71,1351,4.54,377.9
1,1025,100144,4.42,290.2,43.58,41.9,71,1225,4.7925,290.2
1,1025,1787,4.42,287.2,39.26,37.38,71,726,4.985,287.193332946423
1,1026,100326,4.39,305,159.66,159.58,72,1089,4.77444444444444,305
1,1026,100327,4.39,310,106.44,106.33,72,1092,4.4925,310
1,1026,100533,4.39,489,133.93,133.84,72,939,4.36076923076923,489
1,1026,100328,4.39,338,127.81,127.72,72,1096,5.048,338
1,1026,100272,4.39,644,223.56,223.51,72,1017,4.23890909090909,644
1,1026,100183,4.39,522,132.75,132.66,72,1021,4.47625,522
1,1026,100263,4.39,297,141.79,141.71,72,1022,4.43074074074074,297
1,1026,100275,4.39,416.5,232.36,232.31,72,1106,4.10923076923077,416.500307685034
1,1026,100356,4.39,384,44.85,44.6,72,972,4.29636363636364,384
1,1026,100446,4.39,643.8,132.36,132.21,72,1033,4.04350877192982,643.8
1,1026,100549,4.39,225,93.57,93.45,72,989,4.40461538461538,225
1,1026,100325,4.39,847,42.43,42.15,72,1209,4.538,847
1,1026,100333,4.39,676,85.5,85.37,72,1325,4.325,676
1,1026,100453,4.39,660,197.55,197.49,72,1120,4.35518518518519,660
1,1026,370,4.39,265.2,54.6,54.34,72,104,4.986,265.203999954752
1,1026,128,4.39,236.6,56.35,56.14,72,98,4.986,236.59599994928
1,1026,100344,4.39,352.7,26.68,26.25,72,1373,4.39,352.7
1,1026,100337,4.39,400.5,29.87,29.48,72,1374,4.39,400.5
1,1026,1841,4.39,410.7,23.02,22.51,72,756,5.195,410.679999513003
1,1026,1772,4.39,362.4,16.25,15.53,72,708,5.63,362.413333210697
1,1027,100542,4.78,511,161.06,160.94,73,911,4.05493975903614,511
1,1027,1234,4.78,257,138.14,138.08,73,468,4.65538461538462,257.009230396267
1,1027,100213,4.78,288.1,148.86,148.8,73,916,4.648,288.091999555673
1,1027,100094,4.78,461,163.05,162.93,73,919,4.1444776119403,461
1,1027,1264,4.78,373.3,157.74,157.63,73,470,4.58454545454545,373.3
1,1027,100338,4.78,617.9,162.77,162.66,73,1375,4.445,617.9
1,1027,100165,4.78,1464,197.04,197,73,924,4.20679245283019,1464
1,1027,100349,4.78,481.1,81.63,81.4,73,925,3.990625,481.102499902572
1,1027,3051,4.78,392.7,65.07,64.79,73,857,4.2415625,392.7
1,1027,100100,4.78,396.1,36.83,36.58,73,930,4.08020408163265,396.09918363309
1,1027,3053,4.78,576,52.52,52.17,73,931,3.98210526315789,576.001052595993
1,1027,100105,4.78,617.5,128.47,128.33,73,936,4.205625,617.501249991144
1,1027,3059,4.78,335.4,47.43,47.04,73,859,4.49888888888889,335.404999813666
1,1027,100215,4.78,629.1,121.57,121.49,73,1260,4.167,629.1
1,1027,100108,4.78,351.2,96.22,96.03,73,941,4.59,351.203999908887
1,1027,100194,4.78,433,259.87,259.83,73,942,4.56190476190476,433
1,1027,1148,4.78,1015.9,126.4,126.26,73,680,4.34923076923077,1015.89846152448
1,1027,1592,4.78,726,94.76,94.66,73,476,4.23071428571429,726
1,1027,100113,4.78,383.1,108.11,107.94,73,1018,4.58409090909091,383.098636348266
1,1027,100115,4.78,505,136.24,136.11,73,1020,4.70315789473684,505
1,1027,100117,4.78,511,165.03,164.98,73,955,4.16959183673469,511
1,1027,1213,4.78,442,106.85,106.67,73,481,4.99818181818182,442.005454455707
1,1027,100118,4.78,365,48.21,47.91,73,956,4.03194029850746,365
1,1027,100198,4.78,956,195.96,195.92,73,964,4.3348275862069,956
1,1027,100121,4.78,760,104.58,104.4,73,965,4.04605263157895,760
1,1027,100199,4.78,382.2,226.49,226.45,73,966,4.8075,382.197499975471
1,1027,3075,4.78,318.1,92.83,92.63,73,865,4.59842105263158,318.102105237034
1,1027,100275,4.78,416.5,173.42,173.31,73,1106,4.10923076923077,416.500307685034
1,1027,100562,4.78,639.7,114.51,114.35,73,969,3.97549019607843,639.702352871942
1,1027,100431,4.78,699,73.25,73,73,975,4.1208064516129,699
1,1027,100201,4.78,530,142.93,142.8,73,979,4.09762711864407,529.99966101386
1,1027,100279,4.78,278.6,106.63,106.46,73,981,4.16574468085106,278.601702010679
1,1027,100129,4.78,355.9,44.27,43.85,73,982,4.078375,355.897749912277
1,1027,100390,4.78,222,100.44,100.26,73,983,4.47235294117647,222
1,1027,3084,4.78,393,30.71,30.25,73,1207,4.00862068965517,393
1,1027,100268,4.78,356,205.44,205.39,73,987,4.4603125,356
1,1027,100203,4.78,405.8,99.51,99.33,73,988,4.406,405.797999980286
1,1027,100335,4.78,377.6,141.43,141.3,73,990,4.16435897435897,377.601025615257
1,1027,218,4.78,191.1,159.02,158.96,73,88,4.69285714285714,191.111427717186
1,1027,3092,4.78,698.7,16.58,15.75,73,868,4.07486842105263,698.700526308455
1,1027,100400,4.78,503,166.02,165.97,73,997,4.2086,503
1,1027,100382,4.78,428.1,154.02,153.9,73,1000,4.13166666666667,428.096666601779
1,1027,100322,4.78,396,345.84,345.81,73,1003,4.26818181818182,396
1,1027,100280,4.78,383.1,174.26,174.16,73,1004,4.1144,383.099599994988
1,1027,100283,4.78,405,116.19,116.03,73,1006,4.07571428571429,405
1,1027,100205,4.78,374.5,60.43,60.26,73,1008,4.11833333333333,374.5
1,1028,100342,4.73,292.2,94.87,94.48,74,1376,4.73,292.2
1,1028,100541,4.73,347,128.91,128.47,74,909,4.17301886792453,347
1,1028,100089,4.73,348,197.02,196.73,74,1088,4.30911111111111,348
1,1028,100542,4.73,511,138.54,138.28,74,911,4.05493975903614,511
1,1028,100543,4.73,356,79.48,78.76,74,912,4.09939759036145,356
1,1028,3039,4.73,341,51.93,50.82,74,851,4.18113636363636,341
1,1028,100092,4.73,500,58.3,57.31,74,915,4.17696428571429,500
1,1028,3042,4.73,524,108.15,107.62,74,852,4.14322580645161,524
1,1028,3046,4.73,619,111.42,110.91,74,854,4.0915873015873,619
1,1028,100093,4.73,265.6,45.57,44.76,74,917,4.38291666666667,265.599166652286
1,1028,100094,4.73,461,144.41,144.05,74,919,4.1444776119403,461
1,1028,100095,4.73,399,72.89,72.39,74,1091,5.08777777777778,399
1,1028,100162,4.73,652.2,46.47,45.67,74,920,3.95508771929825,652.2
1,1028,100327,4.73,310,277.1,276.96,74,1092,4.4925,310
1,1028,100163,4.73,432,199.18,198.89,74,921,4.25391304347826,432
1,1028,100164,4.73,715,314.02,313.84,74,1093,4.33242424242424,715
1,1028,100096,4.73,927,82.53,81.87,74,922,3.967375,927
1,1028,3049,4.73,292,34.59,33.21,74,1199,4.005,292
1,1028,100097,4.73,505,92.54,92.15,74,923,4.12711538461538,505
1,1028,3050,4.73,267.9,43.95,42.63,74,1200,4.05190476190476,267.9
1,1028,3051,4.73,392.7,18.6,16.07,74,857,4.2415625,392.7
1,1028,100166,4.73,477,218.34,218.08,74,928,4.28589743589744,477
1,1028,100099,4.73,434.3,96.15,95.77,74,929,4.1421875,434.299687496515
1,1028,100100,4.73,396.1,87.09,86.43,74,930,4.08020408163265,396.09918363309
1,1028,3053,4.73,576,45.51,44.27,74,931,3.98210526315789,576.001052595993
1,1028,100101,4.73,668.7,97.32,96.94,74,932,4.10822580645161,668.700645151954
1,1028,100102,4.73,258.1,56.74,56.08,74,933,4.726875,258.1
1,1028,100103,4.73,1329,202.08,201.8,74,1094,4.34366666666667,1329
1,1028,100106,4.73,1242,135.19,134.76,74,1095,4.18921568627451,1242
1,1028,100167,4.73,238,168.41,168.07,74,938,4.15219512195122,238
1,1028,100533,4.73,489,253.94,253.79,74,939,4.36076923076923,489
1,1028,100107,4.73,393.3,73.53,73.03,74,940,4.17576923076923,393.295384407752
1,1028,100108,4.73,351.2,42.35,41.47,74,941,4.59,351.203999908887
1,1028,100194,4.73,433,309.02,308.84,74,942,4.56190476190476,433
1,1028,100287,4.73,943,204.83,204.55,74,1097,4.31238095238095,943
1,1028,100109,4.73,559,67.91,67.36,74,943,4.01704225352113,559
1,1028,100110,4.73,366.8,73.35,72.84,74,1015,4.72625,366.794374813091
1,1028,100111,4.73,679,185.26,184.95,74,944,4.20151515151515,679
1,1028,1592,4.73,726,161.97,161.61,74,476,4.23071428571429,726
1,1028,100274,4.73,290.2,93.3,92.9,74,945,4.726,290.195999820802
1,1028,3062,4.73,335.4,50.71,49.57,74,1016,4.38333333333333,335.404999813666
1,1028,100168,4.73,981,220.96,220.7,74,1098,4.17536585365854,981
1,1028,100272,4.73,644,231.94,231.7,74,1017,4.23890909090909,644
1,1028,100172,4.73,623,251.25,251.02,74,1242,4.26,623
1,1028,100112,4.73,388,107.49,106.96,74,947,4.1372131147541,388
1,1028,100113,4.73,383.1,72.38,71.87,74,1018,4.58409090909091,383.098636348266
1,1028,3064,4.73,389.9,38.83,37.87,74,861,4.8475,389.89624987376
1,1028,100174,4.73,257,78.3,77.83,74,949,4.3068,257
1,1028,100176,4.73,396.3,86.29,85.87,74,950,4.36846153846154,396.303461422565
1,1028,100114,4.73,378,159.48,159.12,74,1099,4.07710144927536,378
1,1028,100116,4.73,370.4,110.98,110.65,74,952,4.3688,370.396799841026
1,1028,100178,4.73,273.3,65.79,65.23,74,953,4.33407407407407,273.301481431292
1,1028,100179,4.73,419.2,150.22,149.98,74,954,4.195,419.200999965412
1,1028,100180,4.73,303,173.25,172.98,74,1100,4.19615384615385,303
1,1028,3065,4.73,244.7,41.81,40.92,74,1202,3.834375,244.7
1,1028,100117,4.73,511,194.47,194.18,74,955,4.16959183673469,511
1,1028,573,4.73,344.7,64.65,64.08,74,239,4.76789473684211,344.704210429885
1,1028,100118,4.73,365,71.37,70.57,74,956,4.03194029850746,365
1,1028,100181,4.73,682,95.3,94.71,74,957,4.08181818181818,682.002727218198
1,1028,100119,4.73,1188,144.26,143.86,74,959,4.14016666666667,1188
1,1028,100262,4.73,333,73.19,72.69,74,961,5.286,333
1,1028,100551,4.73,308,449.46,449.33,74,1030,4.28892857142857,308
1,1028,3067,4.73,335.4,31.67,29.94,74,1203,3.96129032258065,335.4
1,1028,100343,4.73,474,192.86,192.67,74,1031,4.38642857142857,474
1,1028,100182,4.73,760,258.05,257.83,74,1103,4.2768085106383,760
1,1028,100183,4.73,522,248.15,248,74,1021,4.47625,522
1,1028,3070,4.73,244,49.24,48.07,74,963,4.07387096774194,244
1,1028,3071,4.73,622.3,31.16,29.76,74,1204,4.03285714285714,622.3
1,1028,100121,4.73,760,75.05,74.46,74,965,4.04605263157895,760
1,1028,100308,4.73,419,144.86,144.47,74,1104,4.32631578947368,419
1,1028,100288,4.73,401,287.68,287.48,74,1105,4.46,401
1,1028,3075,4.73,318.1,33.02,31.89,74,865,4.59842105263158,318.102105237034
1,1028,100460,4.73,414.8,46.01,45.2,74,968,4.10796610169491,414.798474523911
1,1028,100275,4.73,416.5,149.09,148.83,74,1106,4.10923076923077,416.500307685034
1,1028,100282,4.73,714,79.81,79.35,74,1377,4.37666666666667,714
1,1028,100124,4.73,471.9,126.93,126.64,74,970,4.37428571428571,471.901428543319
1,1028,100426,4.73,388.7,45.42,44.15,74,971,4.13877192982456,388.699298228193
1,1028,3077,4.73,418,31.32,29.44,74,1205,4.05666666666667,418
1,1028,100200,4.73,763,95.82,95.22,74,1024,4.06561403508772,763
1,1028,3079,4.73,465,71.11,70.52,74,974,3.96086956521739,465
1,1028,100431,4.73,699,14.51,11.71,74,975,4.1208064516129,699
1,1028,100385,4.73,786,102.84,102.28,74,1110,4.14028571428571,786
1,1028,100329,4.73,462.7,49.25,48.29,74,1111,4.18138888888889,462.698888842193
1,1028,100127,4.73,704.1,60.31,59.36,74,977,4.07776119402985,704.1
1,1028,63,4.73,282.3,108.85,108.51,74,437,4.22892857142857,282.296428277707
1,1028,100430,4.73,372,60.69,60.04,74,978,4.4428,371.997599910963
1,1028,100201,4.73,530,83.62,83.18,74,979,4.09762711864407,529.99966101386
1,1028,100184,4.73,372,134.83,134.41,74,980,4.14180327868852,372
1,1028,100279,4.73,278.6,64.29,63.72,74,981,4.16574468085106,278.601702010679
1,1028,100129,4.73,355.9,32.17,30.34,74,982,4.078375,355.897749912277
1,1028,100341,4.73,253,147.51,147.12,74,1253,4.01588235294118,253
1,1028,100390,4.73,222,36.41,35.39,74,983,4.47235294117647,222
1,1028,100393,4.73,1131,110.12,109.6,74,1112,4.22410256410256,1131
1,1028,3084,4.73,393,60.78,59.83,74,1207,4.00862068965517,393
1,1028,100267,4.73,442,129.42,129.14,74,1114,4.58818181818182,442
1,1028,100286,4.73,313,199.13,198.94,74,1115,4.533,313
1,1028,3085,4.73,421,26.3,24.86,74,1026,3.94,420.997646953614
1,1028,100296,4.73,439,109.41,109.07,74,1208,4.18125,439
1,1028,100340,4.73,351.2,169.72,169.5,74,986,4.4892,351.201599958088
1,1028,100557,4.73,333.2,187.41,187.1,74,1338,4.095,333.2
1,1028,100558,4.73,331.9,185.69,185.38,74,1339,4.07375,331.9
1,1028,100268,4.73,356,265.18,264.96,74,987,4.4603125,356
1,1028,100269,4.73,482,240.29,240.05,74,1013,4.27382978723404,482
1,1028,3088,4.73,499,65.03,64.14,74,1245,3.9196875,499
1,1028,100549,4.73,225,288.29,288.16,74,989,4.40461538461538,225
1,1028,100335,4.73,377.6,93.58,93.19,74,990,4.16435897435897,377.601025615257
1,1028,100422,4.73,750.3,111.72,111.39,74,994,4.1619298245614,750.298245557628
1,1028,100438,4.73,924,297.27,297.08,74,1116,4.34166666666667,924
1,1028,3090,4.73,440.7,29.52,28.25,74,1210,3.9925,440.7
1,1028,100132,4.73,489.6,167.7,167.48,74,995,4.15052631578947,489.600526305323
1,1028,3091,4.73,302.1,27.06,25.67,74,1211,3.90444444444444,302.1
1,1028,100507,4.73,229.3,65.02,64.45,74,996,4.36181818181818,229.301818109738
1,1028,3092,4.73,698.7,55.97,54.93,74,868,4.07486842105263,698.700526308455
1,1028,100400,4.73,503,178.95,178.63,74,997,4.2086,503
1,1028,100373,4.73,440,244.47,244.32,74,998,4.39730769230769,440
1,1028,100395,4.73,586,73.99,73.21,74,999,4.10125,586
1,1028,100133,4.73,895,192.39,192.09,74,1001,4.21054545454545,895
1,1028,100322,4.73,396,374.75,374.59,74,1003,4.26818181818182,396
1,1028,100410,4.73,819,237.73,237.49,74,1117,4.25309523809524,819
1,1028,100483,4.73,277.7,79.25,78.78,74,1005,4.28625,277.697499831187
1,1028,100283,4.73,405,100.95,100.38,74,1006,4.07571428571429,405
1,1028,100055,4.73,393,275.16,274.95,74,1007,4.5828,393
1,1028,100205,4.73,374.5,93.15,92.53,74,1008,4.11833333333333,374.5
1,1028,100134,4.73,402,208.53,208.25,74,1119,4.29538461538462,402
1,1028,100135,4.73,242,195.27,194.98,74,1009,4.21064516129032,242
1,1028,100453,4.73,660,184.61,184.41,74,1120,4.35518518518519,660
1,1028,100377,4.73,342.6,51.96,51.25,74,1010,4.28702702702703,342.602162042773
1,1028,100434,4.73,383.7,116.59,116.28,74,1011,4.17785714285714,383.699285705643
1,1028,100398,4.73,268.8,73.8,73.3,74,1012,4.66928571428571,268.801428548652
1,1028,1286,4.73,407.5,60,59.19,74,573,5.01833333333333,407.4966666394
1,1028,1287,4.73,306.8,49.68,48.51,74,580,5.23166666666667,306.786666087166
1,1028,272,4.73,328.1,47.43,46.21,74,13,5.78916666666667,328.092499971426
1,1028,1304,4.73,275.1,44.22,43.38,74,602,4.56666666666667,275.106666505116
1,1028,2999,4.73,345.3,29.92,28.67,74,812,5.965,345.319999420827
1,1028,1305,4.73,484.7,27.48,26.11,74,603,5.1625,484.679999587357
1,1028,1306,4.73,333.3,22.72,20.26,74,576,4.92666666666667,333.304999962497
1,1028,1307,4.73,414.8,35.68,34.04,74,566,4.99833333333333,414.80999975893
1,1028,3002,4.73,576,28.09,26.75,74,815,5.965,576.009999913196
1,1028,1308,4.73,333.7,44.27,42.96,74,556,5.058,333.7
1,1028,100290,4.73,301.8,37.4,36.21,74,1327,4.59,301.8
1,1028,1309,4.73,648.8,21.1,18.45,74,568,4.825,648.804999980734
1,1028,1310,4.73,646,21.99,19.79,74,550,4.99833333333333,646
1,1028,3004,4.73,338.3,24.55,22.93,74,817,5.27,338.294999889148
1,1028,1311,4.73,354.8,18.67,15.97,74,553,5.2,354.807999864717
1,1028,1312,4.73,420,19.62,17.34,74,552,5.114,420
1,1028,275,4.73,390,26.09,23.88,74,168,5.76846153846154,389.969230010576
1,1028,277,4.73,416.2,40.77,39.85,74,174,5.70625,416.168749296048
1,1028,278,4.73,315.5,47.04,46.25,74,220,6.07333333333333,315.513333192468
1,1028,3010,4.73,327,25.3,23.8,74,823,5.965,326.984999655948
1,1028,1653,4.73,334.9,16.24,13.3,74,669,6.35333333333333,334.866665837177
1,1028,1319,4.73,396.2,43.16,42.3,74,605,4.7725,396.202499976338
1,1028,3015,4.73,277.8,40.79,39.88,74,688,5.94,277.814999595054
1,1028,1323,4.73,377,40.07,39.15,74,608,5.2075,376.979999469468
1,1028,1326,4.73,331.7,47.77,46.99,74,611,4.7725,331.707499745642
1,1028,3102,4.73,378.2,35.87,34.83,74,876,4.71,378.192499776893
1,1028,100218,4.73,265.6,44.1,43.26,74,1263,4.715,265.6
1,1028,3018,4.73,284.5,43.73,42.88,74,828,5.54333333333333,284.506666510453
1,1028,3019,4.73,321.1,34.31,33.23,74,829,5.965,321.104999961072
1,1028,3020,4.73,305.5,32.53,31.38,74,830,5.505,305.509999509039
1,1028,3021,4.73,283.7,36.99,35.98,74,831,5.54333333333333,283.709999647536
1,1028,3022,4.73,269.5,37.95,36.97,74,832,5.965,269.5
1,1028,3024,4.73,262.1,35.94,34.91,74,833,5.54333333333333,262.083332273405
1,1028,1342,4.73,581.8,26.06,23.78,74,578,5.186,581.8
1,1028,1344,4.73,329.8,28.09,26.07,74,577,5.04,329.817777178874
1,1028,1345,4.73,581,17.46,14.97,74,562,5.325,581
1,1028,1346,4.73,381.7,34.28,32.59,74,521,4.99,381.704999967252
1,1028,1350,4.73,518,26.11,23.94,74,571,5.325,518
1,1028,1351,4.73,503,28.37,26.72,74,564,5.2,503
1,1028,100225,4.73,319.9,48.97,48.21,74,1269,4.62666666666667,319.9
1,1028,3105,4.73,261.1,58.2,57.56,74,879,4.5375,261.092499676826
1,1028,288,4.73,271.9,65.25,64.68,74,212,5.878,271.9
1,1028,100240,4.73,261.2,59.53,58.91,74,1288,4.62666666666667,261.2
1,1028,1375,4.73,399.5,52.11,51.4,74,887,4.56666666666667,399.483332637971
1,1028,3113,4.73,243.6,57.16,56.51,74,889,4.7725,243.587499037754
1,1028,3116,4.73,345.9,52,51.2,74,892,4.48333333333333,345.89333320484
1,1028,100292,4.73,363.8,40.91,39.66,74,1329,4.59,363.8
1,1028,3031,4.73,427.9,38.33,36.81,74,841,5.01,427.895999925214
1,1028,3118,4.73,351.5,45.78,44.56,74,894,4.48333333333333,351.483332543007
1,1028,1396,4.73,342.5,32.19,30.4,74,565,4.92666666666667,342.5
1,1028,100528,4.73,379.5,43.99,42.67,74,1297,4.4625,379.5
1,1028,302,4.73,384.4,43.03,41.91,74,272,5.64,384.428571003863
1,1028,1406,4.73,314.5,45.51,44.24,74,535,4.86166666666667,314.489999841012
1,1028,1379,4.73,368.9,45.47,44.44,74,693,5.37666666666667,368.886666546186
1,1028,3043,4.73,325.1,39.17,37.68,74,850,4.76833333333333,325.109999692418
1,1028,3123,4.73,329.2,41.79,40.4,74,899,4.562,329.207999611207
1,1028,100397,4.73,383.4,46.86,46.02,74,1298,4.62666666666667,383.4
1,1028,3124,4.73,355,48.78,47.68,74,900,4.48333333333333,355.006666541475
1,1028,1427,4.73,261.5,61.21,60.6,74,692,5.2075,261.474998804857
1,1028,1216,4.73,630.7,51.85,50.74,74,651,4.62857142857143,630.688571169698
1,1028,1217,4.73,488,40.28,38.83,74,528,4.845,488
1,1028,1608,4.73,342.8,42.83,41.47,74,1230,4.7475,342.8
1,1028,100604,4.73,382.2,37.64,36.65,74,1232,5.06,382.2
1,1028,1239,4.73,456.8,49.51,48.34,74,579,5.338,456.811999763581
1,1028,1249,4.73,326,43.93,42.6,74,490,5.126,325.984999654892
1,1028,1252,4.73,322.5,49.44,48.27,74,489,5.15,322.517999665131
1,1028,1254,4.73,432.5,40.99,39.58,74,518,4.9025,432.484999739876
1,1028,1255,4.73,495.6,54.16,53.1,74,492,4.97181818181818,495.596363613017
1,1028,1266,4.73,414,55.8,54.77,74,483,4.92,414.012856876674
1,1029,100542,4.51,511,111.3,110.89,75,911,4.05493975903614,511
1,1029,100214,4.51,210.3,29.79,28.57,75,918,4.36285714285714,210.295237582989
1,1029,100094,4.51,461,346.97,346.84,75,919,4.1444776119403,461
1,1029,100166,4.51,477,194.43,194.19,75,928,4.28589743589744,477
1,1029,100100,4.51,396.1,153.59,153.3,75,930,4.08020408163265,396.09918363309
1,1029,3061,4.51,743,64.67,64.12,75,1378,4.51,743
1,1029,100109,4.51,559,163.31,163.03,75,943,4.01704225352113,559
1,1029,100386,4.51,346,140.28,139.96,75,973,4.00428571428571,346
1,1029,100127,4.51,704.1,149.78,149.48,75,977,4.07776119402985,704.1
1,1029,100545,4.51,360,207.83,207.61,75,1206,3.99604651162791,360
1,1029,100341,4.51,253,63.13,62.41,75,1253,4.01588235294118,253
1,1029,218,4.51,191.1,34.67,33.33,75,88,4.69285714285714,191.111427717186
1,1029,100400,4.51,503,29.34,27.74,75,997,4.2086,503
1,1029,100377,4.51,342.6,258.98,258.8,75,1010,4.28702702702703,342.602162042773
1,1030,100538,4.3,490.2,140.32,140.17,76,1196,3.91195652173913,490.214782228481
1,1030,100047,4.3,600,44.64,44.19,76,1047,3.92977777777778,600
1,1030,100049,4.3,552.6,107.9,107.71,76,1166,3.97125,552.584999660682
1,1030,100050,4.3,391.8,109.38,109.2,76,1050,3.94977272727273,391.819090399707
1,1030,100057,4.3,385.5,102.88,102.58,76,1057,3.9306,385.492199775398
1,1030,100059,4.3,560.6,68.24,67.85,76,1059,3.99547619047619,560.612142663751
1,1030,100063,4.3,504.3,82.59,82.24,76,1063,3.9425,504.29307676467
1,1030,100068,4.3,691,68.2,67.82,76,1064,3.91074074074074,690.993888783251
1,1030,100064,4.3,477,49.05,48.6,76,1065,3.94529411764706,477
1,1030,100067,4.3,402.6,95.19,94.86,76,1068,3.94666666666667,402.6
1,1030,100433,4.3,723.4,125.12,124.9,76,1069,3.97181818181818,723.382954157186
1,1030,100448,4.3,432,95.86,95.58,76,1070,3.91914893617021,432
1,1030,100427,4.3,376,78.7,78.37,76,1071,4.07689655172414,376
1,1030,100209,4.3,572.5,239.78,239.69,76,1073,4.00375,572.51424980399
1,1030,1844,4.3,528,121.76,121.6,76,759,4.01065573770492,527.977868268368
1,1030,100446,4.3,643.8,9.36,6.66,76,1033,4.04350877192982,643.8
1,1030,1200,4.3,288.7,10.83,8.76,76,587,4.92142857142857,288.687142475397
1,1031,100017,4.25,365.8,66.16,66.12,77,1041,3.91846153846154,365.795897346747
1,1031,100047,4.25,600,40.6,40.52,77,1047,3.92977777777778,600
1,1031,100048,4.25,519,75.61,75.57,77,1049,3.94605263157895,519
1,1031,100057,4.25,385.5,94.14,94.09,77,1057,3.9306,385.492199775398
1,1031,100063,4.25,504.3,73.59,73.52,77,1063,3.9425,504.29307676467
1,1031,100068,4.25,691,60.21,60.15,77,1064,3.91074074074074,690.993888783251
1,1031,100064,4.25,477,43,42.93,77,1065,3.94529411764706,477
1,1031,100066,4.25,429,80.35,80.3,77,1067,3.96444444444444,429.002222202078
1,1031,100448,4.25,432,88.28,88.24,77,1070,3.91914893617021,432
1,1031,100125,4.25,686.7,30.17,30.06,77,1315,3.85177777777778,686.709333192891
1,1031,1186,4.25,327.8,39.14,39.06,77,591,5.21666666666667,327.8
1,1031,1200,4.25,288.7,13.66,13.43,77,587,4.92142857142857,288.687142475397
1,1032,100017,4.2,365.8,53.77,53.36,78,1041,3.91846153846154,365.795897346747
1,1032,100045,4.2,486,39.76,39.2,78,1165,3.86777777777778,486
1,1032,100047,4.2,600,31.36,30.65,78,1047,3.92977777777778,600
1,1032,100048,4.2,519,64.83,64.49,78,1049,3.94605263157895,519
1,1032,100052,4.2,501.3,102.49,102.28,78,1052,4.00212121212121,501.290908901313
1,1032,100059,4.2,560.6,47.14,46.68,78,1059,3.99547619047619,560.612142663751
