"intercept","eqid","statid","M","VS","Rrup","Rjb","eq","stat","M_stat","VS_gmean"
1,1050,100474,4.18,347.55,45.12,44.47,94,1126,3.99157894736842,347.555262819187
1,1050,100004,4.18,261.91,37.02,36.22,94,1127,3.903125,261.905624953018
1,1050,100005,4.18,339.94,41.16,40.44,94,1128,3.8652,339.927199487876
1,1050,100006,4.18,282.81,38.78,38.02,94,1129,3.98833333333333,282.808333308778
1,1050,100007,4.18,337.58,41.65,40.94,94,1130,3.88217391304348,337.581739083399
1,1050,100008,4.18,272.63,34.09,33.23,94,1131,4.01375,272.626249819454
1,1050,100009,4.18,282.81,38.95,38.19,94,1036,4.027,282.806333292276
1,1050,100010,4.18,263.76,38.27,37.51,94,1037,3.90653846153846,263.775383897559
1,1050,100011,4.18,253.28,80.59,80.23,94,1132,3.93391304347826,253.286086789347
1,1050,100014,4.18,260.78,45.58,44.94,94,1039,3.9052,260.792799823306
1,1050,100015,4.18,239.65,88.28,87.95,94,1134,3.96571428571429,239.657142218539
1,1050,100016,4.18,286.85,50.85,50.28,94,1135,3.81689655172414,286.874136843006
1,1050,100018,4.18,366.11,83.36,83.01,94,1042,4.0275,366.107499974393
1,1050,100380,4.18,256.15,56.33,55.82,94,1136,3.9795,256.16749888993
1,1050,100363,4.18,347.55,41.83,41.13,94,1397,3.88375,347.568749157112
1,1050,100019,4.18,407.1,93.29,92.97,94,1043,4.00290322580645,407.1
1,1050,100020,4.18,688.28,108.64,108.37,94,1044,4.01030303030303,688.292121142746
1,1050,100021,4.18,462.66,98.82,98.53,94,1045,4.08,462.689230429044
1,1050,100455,4.18,264.86,89.34,89.01,94,1138,3.935625,264.864999669668
1,1050,100023,4.18,407.62,90.44,90.12,94,1140,3.97083333333333,407.609166544852
1,1050,100026,4.18,387.23,92.17,91.85,94,1144,4.013125,387.218749727621
1,1050,100027,4.18,363.45,34.41,33.55,94,1145,3.84730769230769,363.474999140243
1,1050,100028,4.18,341.13,49.8,49.21,94,1146,4.0475,341.122499752648
1,1050,100029,4.18,361.42,87.72,87.39,94,1147,3.98588235294118,361.409411626838
1,1050,100414,4.18,261.91,68.58,68.16,94,1413,3.99625,261.907499964204
1,1050,100034,4.18,336.38,31.78,30.85,94,1154,3.87615384615385,336.384615279075
1,1050,100035,4.18,266.31,37.87,37.1,94,1155,4.16666666666667,266.304999953061
1,1050,100036,4.18,275.34,41.96,41.27,94,1156,3.83882352941176,275.323528707957
1,1050,100037,4.18,273.32,43.88,43.21,94,1157,4.02,273.309999817058
1,1050,100038,4.18,284.38,42.01,41.32,94,1046,4.12733333333333,284.3893331583
1,1050,100039,4.18,274.33,69.11,68.69,94,1158,4.06615384615385,274.318461150188
1,1050,100040,4.18,378.54,72.54,72.14,94,1159,4.08642857142857,378.525713800471
1,1050,100041,4.18,518.85,72.21,71.81,94,1160,4.06833333333333,518.8708327478
1,1050,100042,4.18,468.52,89.09,88.76,94,1161,4.10083333333333,468.51166656291
1,1050,100047,4.18,600,29.05,28.03,94,1047,3.92977777777778,600
1,1050,100050,4.18,391.84,48.21,47.61,94,1050,3.94977272727273,391.819090399707
1,1050,100131,4.18,480.79,68.06,67.64,94,1053,4.00675,480.795749974586
1,1050,100378,4.18,652.29,68.33,67.91,94,1054,4.03051282051282,652.295897417352
1,1050,100449,4.18,422,84.15,83.8,94,1055,4.07225806451613,422
1,1050,100058,4.18,584,59.66,59.17,94,1058,4.00432432432432,584
1,1050,100517,4.18,433.15,48.02,47.41,94,1060,4.05222222222222,433.174073353647
1,1050,100065,4.18,635.15,91.07,90.75,94,1066,3.96682926829268,635.184145915324
1,1050,100364,4.18,560.63,313.05,312.96,94,1398,4.38,560.623333194597
1,1050,100208,4.18,760,392.56,392.46,94,1254,4.56666666666667,760
1,1050,100209,4.18,572.53,230.13,229.97,94,1073,4.00375,572.51424980399
1,1050,100415,4.18,317,223.12,222.95,94,1074,4.016,317
1,1050,100319,4.18,760,133.93,133.72,94,1075,4.18,760
1,1050,100508,4.18,506.29,163.12,162.95,94,1076,4.08038461538462,506.294615360072
1,1050,100078,4.18,560.63,156.17,155.98,94,1180,3.94805555555556,560.609166496344
1,1050,100320,4.18,760,117.23,116.98,94,1182,4.0888,760
1,1050,100365,4.18,403.94,88.9,88.54,94,1077,4.16884615384615,403.927691885789
1,1050,100080,4.18,760,137.38,137.17,94,1078,4.00852941176471,760
1,1050,100082,4.18,627.87,101.48,101.2,94,1184,4.0171875,627.89249986562
1,1050,100136,4.18,404.73,135.63,135.41,94,1079,4.08935483870968,404.716451337533
1,1050,100379,4.18,560.63,150.28,150.09,94,1080,4.1176,560.610799815061
1,1050,100413,4.18,664.57,142.65,142.45,94,1081,4.2125,664.584999830721
1,1050,100355,4.18,453.67,118.48,118.23,94,1187,4.10947368421053,453.684210279034
1,1050,100447,4.18,560.63,148.44,148.24,94,1188,4.111875,560.61124981187
1,1050,100465,4.18,760,150.99,150.79,94,1082,4.123,760
1,1050,100519,4.18,376,191.71,191.56,94,1083,4.134375,376
1,1050,100345,4.18,308,144.09,143.89,94,1084,4.04111111111111,308
1,1008,100125,4.77,686.73,277.23,277.12,54,1315,3.85177777777778,686.709333192891
1,1008,1844,4.77,527.95,376.19,376.11,54,759,4.01065573770492,527.977868268368
1,1008,100446,4.77,643.8,307.77,307.67,54,1033,4.04350877192982,643.8
1,1008,100381,4.77,400,267.81,267.69,54,1379,3.9962962962963,400
1,1008,100053,4.77,489.62,237.85,237.72,54,1168,4.03818181818182,489.615757507488
1,1008,100054,4.77,655.67,253.86,253.73,54,1169,3.95058823529412,655.678823386927
1,1008,100217,4.77,378,251.31,251.18,54,1482,4.06214285714286,378
1,1008,100523,4.77,561.96,260.64,260.52,54,1170,3.99615384615385,561.966153660843
1,1008,100260,4.77,748.33,272.93,272.82,54,1380,4.04681818181818,748.327272677574
1,1008,100072,4.77,760,287.75,287.65,54,1176,3.93302325581395,760
1,1008,100076,4.77,427.38,277.59,277.48,54,1178,4.03692307692308,427.384615301546
1,1008,100347,4.77,760,255.42,255.3,54,1381,4.0788,760
1,1008,100081,4.77,652.29,224.06,223.93,54,1183,4.055,652.292499985628
1,1008,100443,4.77,760,241.95,241.83,54,1185,4.09333333333333,760
1,1008,1193,4.77,395.54,253.02,252.9,54,507,4.11,395.54
1,1008,100454,4.77,242.8,267.66,267.55,54,1121,3.9995652173913,242.8
1,1008,1194,4.77,344.76,273.53,273.42,54,513,4.01166666666667,344.770666212919
1,1008,100362,4.77,344.93,277.22,277.11,54,1396,3.90416666666667,344.913749676098
1,1008,100009,4.77,282.81,232.65,232.52,54,1036,4.027,282.806333292276
1,1008,100016,4.77,286.85,275.2,275.09,54,1135,3.81689655172414,286.874136843006
1,1008,100363,4.77,347.55,228.74,228.61,54,1397,3.88375,347.568749157112
1,1008,100019,4.77,407.1,278.16,278.05,54,1043,4.00290322580645,407.1
1,1008,100020,4.77,688.28,265.48,265.36,54,1044,4.01030303030303,688.292121142746
1,1008,100021,4.77,462.66,238.45,238.32,54,1045,4.08,462.689230429044
1,1008,100389,4.77,354.81,253.71,253.59,54,1142,3.97642857142857,354.807142828383
1,1008,100025,4.77,285.93,255.16,255.04,54,1143,3.97666666666667,285.917999622264
1,1008,100026,4.77,387.23,272.5,272.39,54,1144,4.013125,387.218749727621
1,1008,100027,4.77,363.45,263.21,263.1,54,1145,3.84730769230769,363.474999140243
1,1008,100028,4.77,341.13,242.89,242.76,54,1146,4.0475,341.122499752648
1,1008,100029,4.77,361.42,252.25,252.12,54,1147,3.98588235294118,361.409411626838
1,1008,100030,4.77,414.77,249.71,249.59,54,1148,3.93277777777778,414.784999728775
1,1008,100314,4.77,364.45,236.6,236.47,54,1149,4.18928571428571,364.471427731532
1,1008,100035,4.77,266.31,268.07,267.95,54,1155,4.16666666666667,266.304999953061
1,1008,100038,4.77,284.38,234.36,234.23,54,1046,4.12733333333333,284.3893331583
1,1008,100039,4.77,274.33,253.07,252.95,54,1158,4.06615384615385,274.318461150188
1,1008,100040,4.77,378.54,233.34,233.21,54,1159,4.08642857142857,378.525713800471
1,1008,100041,4.77,518.85,222.5,222.36,54,1160,4.06833333333333,518.8708327478
1,1008,100042,4.77,468.52,230.63,230.5,54,1161,4.10083333333333,468.51166656291
1,1008,100047,4.77,600,274.86,274.75,54,1047,3.92977777777778,600
1,1008,100312,4.77,613.05,261.19,261.07,54,1048,3.91295454545455,613.087499617703
1,1008,100048,4.77,519,256.27,256.15,54,1049,3.94605263157895,519
1,1008,100049,4.77,552.56,225.09,224.96,54,1166,3.97125,552.584999660682
1,1008,100050,4.77,391.84,233.74,233.6,54,1050,3.94977272727273,391.819090399707
1,1008,100051,4.77,471,261.73,261.61,54,1051,3.92727272727273,471
1,1008,100131,4.77,480.79,232.86,232.72,54,1053,4.00675,480.795749974586
1,1008,100378,4.77,652.29,223.33,223.2,54,1054,4.03051282051282,652.295897417352
1,1008,100317,4.77,760,261.43,261.31,54,1056,4.48666666666667,760
1,1008,100057,4.77,385.47,295.52,295.42,54,1057,3.9306,385.492199775398
1,1008,100058,4.77,584,286.89,286.78,54,1058,4.00432432432432,584
1,1008,100059,4.77,560.63,292.31,292.2,54,1059,3.99547619047619,560.612142663751
1,1008,100517,4.77,433.15,293.92,293.81,54,1060,4.05222222222222,433.174073353647
1,1008,100061,4.77,437,285.37,285.26,54,1061,3.9795,437
1,1008,100062,4.77,719.52,288.84,288.73,54,1062,3.93431818181818,719.505454490321
1,1008,100063,4.77,504.27,297.01,296.9,54,1063,3.9425,504.29307676467
1,1008,100068,4.77,690.97,287.47,287.37,54,1064,3.91074074074074,690.993888783251
1,1008,100064,4.77,477,280.58,280.47,54,1065,3.94529411764706,477
1,1008,100065,4.77,635.15,280.68,280.57,54,1066,3.96682926829268,635.184145915324
1,1008,100066,4.77,429.01,294.35,294.25,54,1067,3.96444444444444,429.002222202078
1,1008,100067,4.77,402.6,308.1,308,54,1068,3.94666666666667,402.6
1,1008,100433,4.77,723.35,281.31,281.2,54,1069,3.97181818181818,723.382954157186
1,1008,100448,4.77,432,280.91,280.8,54,1070,3.91914893617021,432
1,1008,100427,4.77,376,284.3,284.19,54,1071,4.07689655172414,376
1,1008,100331,4.77,535.12,286.27,286.17,54,1072,3.97,535.105777700997
1,1008,100616,4.77,760,475.47,475.41,54,1519,4.77,760
1,1008,100364,4.77,560.63,303.97,303.87,54,1398,4.38,560.623333194597
1,1008,100617,4.77,560.63,386.07,385.99,54,1508,4.50666666666667,560.63
1,1008,100619,4.77,652.29,356.26,356.17,54,1509,4.584,652.29
1,1008,100630,4.77,339.94,366.58,366.5,54,1510,4.43428571428571,339.94
1,1008,100620,4.77,760,326.04,325.95,54,1511,4.43857142857143,760
1,1008,100621,4.77,652.29,406.94,406.87,54,1512,4.605,652.29
1,1008,100622,4.77,760,392.9,392.82,54,1513,4.68,760
1,1008,100623,4.77,652.29,425.87,425.8,54,1514,4.49,652.29
1,1008,100415,4.77,317,205.82,205.67,54,1074,4.016,317
1,1008,100318,4.77,652.29,212.64,212.49,54,1177,4.12111111111111,652.296111092894
1,1008,100319,4.77,760,245.12,245,54,1075,4.18,760
1,1008,100508,4.77,506.29,272.95,272.84,54,1076,4.08038461538462,506.294615360072
1,1008,100078,4.77,560.63,261.25,261.13,54,1180,3.94805555555556,560.609166496344
1,1008,100079,4.77,741.53,262.18,262.07,54,1181,4.04047619047619,741.512856994237
1,1008,100320,4.77,760,218.81,218.67,54,1182,4.0888,760
1,1008,100365,4.77,403.94,198.43,198.27,54,1077,4.16884615384615,403.927691885789
1,1008,100080,4.77,760,262.63,262.51,54,1078,4.00852941176471,760
1,1008,100082,4.77,627.87,234.84,234.71,54,1184,4.0171875,627.89249986562
1,1008,100136,4.77,404.73,275.94,275.83,54,1079,4.08935483870968,404.716451337533
1,1008,100379,4.77,560.63,295.29,295.18,54,1080,4.1176,560.610799815061
1,1008,100355,4.77,453.67,244.25,244.12,54,1187,4.10947368421053,453.684210279034
1,1008,100447,4.77,560.63,265.1,264.98,54,1188,4.111875,560.61124981187
1,1008,100465,4.77,760,247.09,246.96,54,1082,4.123,760
1,1008,100345,4.77,308,349.79,349.7,54,1084,4.04111111111111,308
1,1079,100494,3.7,498.41,11.18,1.14,123,1481,4.04458333333333,498.409583329327
1,1079,100381,3.7,400,70.81,69.94,123,1379,3.9962962962963,400
1,1079,100053,3.7,489.62,25.96,23.46,123,1168,4.03818181818182,489.615757507488
1,1079,100054,3.7,655.67,35.04,33.22,123,1169,3.95058823529412,655.678823386927
1,1079,100217,3.7,378,14.99,10.04,123,1482,4.06214285714286,378
1,1079,100523,3.7,561.96,27.68,25.34,123,1170,3.99615384615385,561.966153660843
1,1079,100383,3.7,760,77.03,76.22,123,1421,3.91935483870968,760
1,1079,100505,3.7,653.94,43.52,42.07,123,1459,3.95034482758621,653.935861955499
1,1079,100260,3.7,748.33,34.23,32.36,123,1380,4.04681818181818,748.327272677574
1,1079,100072,3.7,760,74,73.16,123,1176,3.93302325581395,760
1,1079,100076,3.7,427.38,59.02,57.95,123,1178,4.03692307692308,427.384615301546
1,1079,100347,3.7,760,48.9,47.61,123,1381,4.0788,760
1,1079,100081,3.7,652.29,37.1,35.39,123,1183,4.055,652.292499985628
1,1079,100443,3.7,760,56.39,55.28,123,1185,4.09333333333333,760
1,1079,100454,3.7,242.8,32.53,30.55,123,1121,3.9995652173913,242.8
1,1079,100001,3.7,326.07,38.91,37.27,123,1123,3.93117647058824,326.077058575225
1,1079,100002,3.7,338.41,37.26,35.55,123,1124,3.9512,338.408799984397
1,1079,100003,3.7,287.46,45.67,44.3,123,1125,3.97095238095238,287.461904635703
1,1079,100610,3.7,339.94,41.23,39.69,123,1505,3.916,339.94
1,1079,100009,3.7,282.81,33.9,32.02,123,1036,4.027,282.806333292276
1,1079,100010,3.7,263.76,46.5,45.15,123,1037,3.90653846153846,263.775383897559
1,1079,100011,3.7,253.28,37.25,35.55,123,1132,3.93391304347826,253.286086789347
1,1079,100517,3.7,433.15,87.84,87.13,123,1060,4.05222222222222,433.174073353647
1,1079,100427,3.7,376,59,57.94,123,1071,4.07689655172414,376
1,1079,100209,3.7,572.53,279.9,279.68,123,1073,4.00375,572.51424980399
1,1079,100415,3.7,317,272.54,272.32,123,1074,4.016,317
1,1079,100508,3.7,506.29,94.96,94.3,123,1076,4.08038461538462,506.294615360072
1,1021,100494,4.3,498.41,93.64,93.6,67,1481,4.04458333333333,498.409583329327
1,1021,100381,4.3,400,23.4,23.25,67,1379,3.9962962962963,400
1,1021,100053,4.3,489.62,117.02,116.99,67,1168,4.03818181818182,489.615757507488
1,1021,100054,4.3,655.67,123.72,123.7,67,1169,3.95058823529412,655.678823386927
1,1021,100217,4.3,378,88.22,88.18,67,1482,4.06214285714286,378
1,1021,100523,4.3,561.96,109.42,109.39,67,1170,3.99615384615385,561.966153660843
1,1021,100383,4.3,760,58.97,58.91,67,1421,3.91935483870968,760
1,1021,100505,4.3,653.94,90.6,90.57,67,1459,3.95034482758621,653.935861955499
1,1021,100260,4.3,748.33,101.96,101.93,67,1380,4.04681818181818,748.327272677574
1,1021,100072,4.3,760,36.59,36.5,67,1176,3.93302325581395,760
1,1021,100076,4.3,427.38,141.09,141.06,67,1178,4.03692307692308,427.384615301546
1,1021,100347,4.3,760,138.77,138.74,67,1381,4.0788,760
1,1021,100081,4.3,652.29,126.97,126.94,67,1183,4.055,652.292499985628
1,1021,1193,4.3,395.54,160.72,160.7,67,507,4.11,395.54
1,1021,100454,4.3,242.8,109.2,109.17,67,1121,3.9995652173913,242.8
1,1021,100388,4.3,238.66,109.28,109.25,67,1122,4.04222222222222,238.66888830958
1,1021,100002,4.3,338.41,113.36,113.33,67,1124,3.9512,338.408799984397
1,1021,1194,4.3,344.76,115.36,115.33,67,513,4.01166666666667,344.770666212919
1,1021,100003,4.3,287.46,62.9,62.85,67,1125,3.97095238095238,287.461904635703
1,1021,100610,4.3,339.94,77.73,77.69,67,1505,3.916,339.94
1,1021,100474,4.3,347.55,48.37,48.3,67,1126,3.99157894736842,347.555262819187
1,1021,100004,4.3,261.91,37.69,37.6,67,1127,3.903125,261.905624953018
1,1021,100005,4.3,339.94,41.42,41.34,67,1128,3.8652,339.927199487876
1,1021,100006,4.3,282.81,42.41,42.33,67,1129,3.98833333333333,282.808333308778
1,1021,100007,4.3,337.58,46.37,46.3,67,1130,3.88217391304348,337.581739083399
1,1021,100008,4.3,272.63,38.66,38.57,67,1131,4.01375,272.626249819454
1,1021,100009,4.3,282.81,67.38,67.33,67,1036,4.027,282.806333292276
1,1021,100011,4.3,253.28,94.26,94.22,67,1132,3.93391304347826,253.286086789347
1,1021,100012,4.3,346.04,108.95,108.92,67,1133,3.985,346.034285431179
1,1021,100015,4.3,239.65,106.32,106.29,67,1134,3.96571428571429,239.657142218539
1,1021,100016,4.3,286.85,59.58,59.53,67,1135,3.81689655172414,286.874136843006
1,1021,100380,4.3,256.15,74.63,74.58,67,1136,3.9795,256.16749888993
1,1021,100363,4.3,347.55,71.01,70.97,67,1397,3.88375,347.568749157112
1,1021,100019,4.3,407.1,108.32,108.29,67,1043,4.00290322580645,407.1
1,1021,100020,4.3,688.28,128.46,128.43,67,1044,4.01030303030303,688.292121142746
1,1021,100536,4.3,299.37,112.31,112.28,67,1137,3.99727272727273,299.383635990972
1,1021,100021,4.3,462.66,123.89,123.87,67,1045,4.08,462.689230429044
1,1021,100455,4.3,264.86,107.15,107.12,67,1138,3.935625,264.864999669668
1,1021,100022,4.3,311.84,115.3,115.27,67,1139,4.02,311.834999719385
1,1021,100024,4.3,258.1,105.46,105.42,67,1141,3.96416666666667,258.1
1,1021,100389,4.3,354.81,105.68,105.65,67,1142,3.97642857142857,354.807142828383
1,1021,100025,4.3,285.93,103.03,103,67,1143,3.97666666666667,285.917999622264
1,1021,100026,4.3,387.23,108.85,108.82,67,1144,4.013125,387.218749727621
1,1021,100028,4.3,341.13,74.21,74.17,67,1146,4.0475,341.122499752648
1,1021,100029,4.3,361.42,109.66,109.63,67,1147,3.98588235294118,361.409411626838
1,1021,100030,4.3,414.77,107.18,107.15,67,1148,3.93277777777778,414.784999728775
1,1021,100314,4.3,364.45,156.85,156.83,67,1149,4.18928571428571,364.471427731532
1,1021,100031,4.3,287.46,59.79,59.73,67,1150,3.954,287.46533301177
1,1021,100315,4.3,468.52,177.95,177.93,67,1153,4.1875,468.512499899949
1,1021,100414,4.3,261.91,88.4,88.36,67,1413,3.99625,261.907499964204
1,1021,100034,4.3,336.38,28.52,28.4,67,1154,3.87615384615385,336.384615279075
1,1021,100035,4.3,266.31,48.16,48.09,67,1155,4.16666666666667,266.304999953061
1,1021,100036,4.3,275.34,44.05,43.98,67,1156,3.83882352941176,275.323528707957
1,1021,100037,4.3,273.32,51.29,51.23,67,1157,4.02,273.309999817058
1,1021,100038,4.3,284.38,69.65,69.6,67,1046,4.12733333333333,284.3893331583
1,1021,100039,4.3,274.33,90.22,90.19,67,1158,4.06615384615385,274.318461150188
1,1021,100040,4.3,378.54,98.82,98.78,67,1159,4.08642857142857,378.525713800471
1,1021,100047,4.3,600,13.62,13.38,67,1047,3.92977777777778,600
1,1021,100050,4.3,391.84,75.52,75.48,67,1050,3.94977272727273,391.819090399707
1,1021,100131,4.3,480.79,94.58,94.54,67,1053,4.00675,480.795749974586
1,1021,100378,4.3,652.29,96.78,96.75,67,1054,4.03051282051282,652.295897417352
1,1021,100449,4.3,422,112.27,112.24,67,1055,4.07225806451613,422
1,1021,100428,4.3,760,221.08,221.07,67,1362,4.211,760
1,1021,100208,4.3,760,422.68,422.68,67,1254,4.56666666666667,760
1,1021,100624,4.3,760,378.94,378.92,67,1515,4.43571428571429,760
1,1021,100318,4.3,652.29,162.62,162.6,67,1177,4.12111111111111,652.296111092894
1,1021,100319,4.3,760,158.61,158.59,67,1075,4.18,760
1,1021,100508,4.3,506.29,184.96,184.94,67,1076,4.08038461538462,506.294615360072
1,1021,100079,4.3,741.53,195.34,195.32,67,1181,4.04047619047619,741.512856994237
1,1021,100320,4.3,760,145.25,145.22,67,1182,4.0888,760
1,1021,100365,4.3,403.94,119.79,119.76,67,1077,4.16884615384615,403.927691885789
1,1021,100321,4.3,760,198.56,198.54,67,1364,4.23875,760
1,1021,100136,4.3,404.73,155.1,155.08,67,1079,4.08935483870968,404.716451337533
1,1021,100379,4.3,560.63,167.12,167.1,67,1080,4.1176,560.610799815061
1,1021,100413,4.3,664.57,167.95,167.93,67,1081,4.2125,664.584999830721
1,1021,100355,4.3,453.67,142.87,142.85,67,1187,4.10947368421053,453.684210279034
1,1021,100447,4.3,560.63,170.66,170.64,67,1188,4.111875,560.61124981187
1,1021,100465,4.3,760,175.93,175.91,67,1082,4.123,760
1,1099,100317,3.7,760,47.96,47.96,141,1056,4.48666666666667,760
1,1099,100508,3.7,506.29,49.4,49.4,141,1076,4.08038461538462,506.294615360072
1,1099,100321,3.7,760,74.72,74.72,141,1364,4.23875,760
1,1099,100136,3.7,404.73,76.91,76.91,141,1079,4.08935483870968,404.716451337533
1,1101,100075,3.7,710.29,144.46,144.29,143,1252,4.15238095238095,710.294761887203
1,1101,100125,3.7,686.73,193.01,192.89,143,1315,3.85177777777778,686.709333192891
1,1101,100446,3.7,643.8,208.01,207.89,143,1033,4.04350877192982,643.8
1,1101,100270,3.7,463.82,139.18,139,143,1193,3.89333333333333,463.806666570842
1,1101,100494,3.7,498.41,80.04,79.75,143,1481,4.04458333333333,498.409583329327
1,1101,100053,3.7,489.62,56.76,56.37,143,1168,4.03818181818182,489.615757507488
1,1101,100054,3.7,655.67,52.45,51.97,143,1169,3.95058823529412,655.678823386927
1,1101,100217,3.7,378,85.87,85.57,143,1482,4.06214285714286,378
1,1101,100523,3.7,561.96,68.52,68.15,143,1170,3.99615384615385,561.966153660843
1,1101,100505,3.7,653.94,99.31,99.05,143,1459,3.95034482758621,653.935861955499
1,1101,100260,3.7,748.33,81.87,81.56,143,1380,4.04681818181818,748.327272677574
1,1101,100072,3.7,760,150.45,150.28,143,1176,3.93302325581395,760
1,1101,100076,3.7,427.38,53.13,52.66,143,1178,4.03692307692308,427.384615301546
1,1101,100347,3.7,760,39.06,38.41,143,1381,4.0788,760
1,1101,100081,3.7,652.29,50.43,50.01,143,1183,4.055,652.292499985628
1,1101,100443,3.7,760,25.48,24.57,143,1185,4.09333333333333,760
1,1101,1193,3.7,395.54,18.7,17.29,143,507,4.11,395.54
1,1101,100454,3.7,242.8,72.28,71.92,143,1121,3.9995652173913,242.8
1,1101,100002,3.7,338.41,70.82,70.46,143,1124,3.9512,338.408799984397
1,1101,100003,3.7,287.46,118.45,118.23,143,1125,3.97095238095238,287.461904635703
1,1101,100610,3.7,339.94,106.97,106.74,143,1505,3.916,339.94
1,1101,100007,3.7,337.58,132.94,132.75,143,1130,3.88217391304348,337.581739083399
1,1101,100009,3.7,282.81,110.02,109.83,143,1036,4.027,282.806333292276
1,1101,100011,3.7,253.28,91.5,91.22,143,1132,3.93391304347826,253.286086789347
1,1101,100012,3.7,346.04,73.42,73.07,143,1133,3.985,346.034285431179
1,1101,100015,3.7,239.65,74.36,74.02,143,1134,3.96571428571429,239.657142218539
1,1101,100016,3.7,286.85,120.95,120.74,143,1135,3.81689655172414,286.874136843006
1,1101,100311,3.7,357.28,131.49,131.3,143,1040,3.83962962962963,357.289629489879
1,1101,100017,3.7,365.78,136.08,135.9,143,1041,3.91846153846154,365.795897346747
1,1101,100018,3.7,366.11,105.7,105.46,143,1042,4.0275,366.107499974393
1,1101,100363,3.7,347.55,107.81,107.62,143,1397,3.88375,347.568749157112
1,1101,100019,3.7,407.1,79.93,79.61,143,1043,4.00290322580645,407.1
1,1101,100020,3.7,688.28,53.94,53.47,143,1044,4.01030303030303,688.292121142746
1,1101,100536,3.7,299.37,62.45,62.04,143,1137,3.99727272727273,299.383635990972
1,1101,100021,3.7,462.66,49.88,49.43,143,1045,4.08,462.689230429044
1,1101,100455,3.7,264.86,74.23,73.89,143,1138,3.935625,264.864999669668
1,1101,100022,3.7,311.84,68.95,68.58,143,1139,4.02,311.834999719385
1,1101,100023,3.7,407.62,76.7,76.37,143,1140,3.97083333333333,407.609166544852
1,1101,100024,3.7,258.1,70.41,70.05,143,1141,3.96416666666667,258.1
1,1101,100389,3.7,354.81,69.56,69.2,143,1142,3.97642857142857,354.807142828383
1,1101,100025,3.7,285.93,72.51,72.16,143,1143,3.97666666666667,285.917999622264
1,1101,100026,3.7,387.23,75.54,75.2,143,1144,4.013125,387.218749727621
1,1101,100027,3.7,363.45,126.64,126.44,143,1145,3.84730769230769,363.474999140243
1,1101,100028,3.7,341.13,99.58,99.35,143,1146,4.0475,341.122499752648
1,1101,100029,3.7,361.42,65.37,64.98,143,1147,3.98588235294118,361.409411626838
1,1101,100030,3.7,414.77,67.2,66.83,143,1148,3.93277777777778,414.784999728775
1,1101,100031,3.7,287.46,122.37,122.16,143,1150,3.954,287.46533301177
1,1101,100039,3.7,274.33,84.24,83.94,143,1158,4.06615384615385,274.318461150188
1,1101,100040,3.7,378.54,75.83,75.55,143,1159,4.08642857142857,378.525713800471
1,1101,100042,3.7,468.52,59.41,59.05,143,1161,4.10083333333333,468.51166656291
1,1101,100047,3.7,600,161.67,161.52,143,1047,3.92977777777778,600
1,1101,100048,3.7,519,126.56,126.36,143,1049,3.94605263157895,519
1,1101,100049,3.7,552.56,106.69,106.49,143,1166,3.97125,552.584999660682
1,1101,100050,3.7,391.84,100.34,100.13,143,1050,3.94977272727273,391.819090399707
1,1101,100051,3.7,471,135.28,135.09,143,1051,3.92727272727273,471
1,1101,100346,3.7,507.43,95.88,95.66,143,1167,4.02136363636364,507.41227251289
1,1101,100131,3.7,480.79,80.33,80.07,143,1053,4.00675,480.795749974586
1,1101,100378,3.7,652.29,81.51,81.25,143,1054,4.03051282051282,652.295897417352
1,1101,100057,3.7,385.47,118.89,118.68,143,1057,3.9306,385.492199775398
1,1101,100058,3.7,584,125.83,125.63,143,1058,4.00432432432432,584
1,1101,100059,3.7,560.63,145.41,145.23,143,1059,3.99547619047619,560.612142663751
1,1101,100517,3.7,433.15,165.12,164.96,143,1060,4.05222222222222,433.174073353647
1,1101,100060,3.7,323,176.75,176.61,143,1174,3.88086956521739,323
1,1101,100061,3.7,437,120.39,120.18,143,1061,3.9795,437
1,1101,100062,3.7,719.52,98.18,97.92,143,1062,3.93431818181818,719.505454490321
1,1101,100063,3.7,504.27,136.38,136.2,143,1063,3.9425,504.29307676467
1,1101,100068,3.7,690.97,143.02,142.84,143,1064,3.91074074074074,690.993888783251
1,1101,100064,3.7,477,157.66,157.5,143,1065,3.94529411764706,477
1,1101,100067,3.7,402.6,134.54,134.35,143,1068,3.94666666666667,402.6
1,1101,100448,3.7,432,116.23,116.01,143,1070,3.91914893617021,432
1,1101,100331,3.7,535.12,89.95,89.67,143,1072,3.97,535.105777700997
1,1101,100209,3.7,572.53,336.04,335.98,143,1073,4.00375,572.51424980399
1,1101,100415,3.7,317,328.61,328.55,143,1074,4.016,317
1,1101,100318,3.7,652.29,32.21,31.55,143,1177,4.12111111111111,652.296111092894
1,1101,100365,3.7,403.94,75.3,75.02,143,1077,4.16884615384615,403.927691885789
1,1101,100321,3.7,760,29.68,28.97,143,1364,4.23875,760
1,1101,100356,3.7,384,379.31,379.24,143,972,4.29636363636364,384
1,1101,100345,3.7,308,290.14,290.05,143,1084,4.04111111111111,308
1,1160,100538,3.4,490.24,104.85,104.63,200,1196,3.91195652173913,490.214782228481
1,1160,100207,3.4,410.46,106.22,106,200,1197,3.9590243902439,410.482438544401
1,1160,100074,3.4,760,165.18,165.04,200,1198,4.02764705882353,760
1,1160,100125,3.4,686.73,24.97,23.92,200,1315,3.85177777777778,686.709333192891
